configuration,event_id,cow,scenario,target_branch,start,end,duration_hours,expected_hypo,expected_instability,expected_hybrid,design_reason,heldout_start,event_after_heldout,informative_source_window,hypo_detected_any_overlap,hypo_novel_start_count,hypo_episode_overlap,hypo_detected_iou20,hypo_best_iou,hypo_episode_overlap_raw,hypo_detected_iou20_raw,hypo_best_iou_raw,hypo_attributable_interval_count,hypo_onset_delay_hours,hypo_score_max,hypo_background_notifs,instability_detected_any_overlap,instability_novel_start_count,instability_episode_overlap,instability_detected_iou20,instability_best_iou,instability_episode_overlap_raw,instability_detected_iou20_raw,instability_best_iou_raw,instability_attributable_interval_count,instability_onset_delay_hours,instability_score_max,instability_background_notifs,hybrid_detected_any_overlap,hybrid_novel_start_count,hybrid_episode_overlap,hybrid_detected_iou20,hybrid_best_iou,hybrid_episode_overlap_raw,hybrid_detected_iou20_raw,hybrid_best_iou_raw,hybrid_attributable_interval_count,hybrid_onset_delay_hours,hybrid_score_max,hybrid_background_notifs,monitoring_days
strict_cooldown_24h,7443_nonlocomotor_hypoactivity_2206,7443,nonlocomotor_hypoactivity,CONFONDANT,2023-11-08 10:00:00,2023-11-09 09:45:00,24.0,0,0,0,"Contrôle adversarial: hypoactivité non locomotrice, causalité indiscernable par capteur seul.",2023-10-31 18:45:00,True,True,1,1,1,1,0.7207207207207207,1,1,0.7207207207207207,95,4.0,0.4270506689702704,4,0,0,0,0,0.0,0,0,0.0,0,,1.0,5,1,1,1,1,0.8163265306122449,1,1,0.7207207207207207,84,4.0,1.0,7,10.177083333333334
strict_cooldown_24h,8061_hypo_mild_2158,8061,hypo_mild,HYPO,2023-11-07 22:00:00,2023-11-08 21:45:00,24.0,1,0,1,Dégradation graduelle conservatrice sous l'effet publié sur les pas.,2023-10-31 18:45:00,True,True,1,2,1,0,0.19444444444444445,1,0,0.19444444444444445,41,16.5,0.416473271993342,3,0,0,0,0,0.0,1,0,0.10416666666666667,0,,0.7539,3,1,2,1,0,0.19444444444444445,1,0,0.19444444444444445,41,16.5,0.7539,5,10.177083333333334
strict_cooldown_24h,8061_hypo_moderate_2278,8061,hypo_moderate,HYPO,2023-11-09 04:00:00,2023-11-10 15:45:00,36.0,1,0,1,Pas ancrés sur Paudyal et al.; autres signaux = hypothèses techniques.,2023-10-31 18:45:00,True,True,1,1,1,1,0.7361111111111112,1,1,0.7361111111111112,106,8.5,0.34745370566395023,3,0,0,0,0,0.0,0,0,0.0,0,,1.0,3,1,1,1,1,0.7361111111111112,1,1,0.7361111111111112,106,8.5,1.0,5,10.177083333333334
strict_cooldown_24h,8061_hypo_marked_1501,8061,hypo_marked,HYPO,2023-11-01 01:45:00,2023-11-03 01:30:00,48.0,1,0,1,"Scénario marqué de sensibilité, non calibré cliniquement.",2023-10-31 18:45:00,True,True,1,1,1,1,0.453125,1,1,0.453125,88,16.5,0.6323247256587515,3,0,0,0,0,0.0,0,0,0.0,35,,0.568411354839384,3,1,1,1,1,0.453125,1,1,0.453125,123,16.5,0.6323247256587515,5,10.177083333333334
strict_cooldown_24h,8061_instability_mild_1717,8061,instability_mild,INSTABILITE,2023-11-03 07:45:00,2023-11-03 15:30:00,8.0,0,1,1,Hausse multivariée modeste et répétée; hypothèse exploratoire.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,1,,0.03796992481203008,3,0,0,1,0,0.03125,1,1,0.5,1,,1.0,3,0,0,1,0,0.03125,1,1,0.5,2,,1.0,5,10.177083333333334
strict_cooldown_24h,8061_instability_moderate_1773,8061,instability_moderate,INSTABILITE,2023-11-03 21:45:00,2023-11-04 09:30:00,12.0,0,1,1,"Instabilité multivariée persistante, sans pic extrême.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.2708333333333333,8,,0.2672594558519441,3,0,0,1,0,0.0625,1,1,0.2708333333333333,5,,0.9819264071268078,3,0,0,1,0,0.041666666666666664,1,1,0.2708333333333333,11,,0.9819264071268078,5,10.177083333333334
strict_cooldown_24h,8061_instability_marked_1845,8061,instability_marked,INSTABILITE,2023-11-04 15:45:00,2023-11-05 07:30:00,16.0,0,1,1,"Scénario technique marqué, inférieur aux multiplicateurs de l'ancien protocole.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.72,60,,0.6534920192698271,3,1,1,1,1,0.40625,1,1,0.40625,26,6.5,1.0,3,1,1,0,0,0.0,1,1,0.72,60,6.5,1.0,5,10.177083333333334
strict_cooldown_24h,8061_isolated_sensor_spike_1933,8061,isolated_sensor_spike,CONTROLE,2023-11-05 13:45:00,2023-11-05 13:45:00,0.25,0,0,0,Contrôle négatif: un seul pic de Motion Index doit être rejeté.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.11676300578034682,3,0,0,0,0,0.0,0,0,0.0,0,,0.13913043478260867,3,0,0,0,0,0.0,0,0,0.0,0,,0.13913043478260867,5,10.177083333333334
strict_cooldown_24h,8061_short_exercise_1958,8061,short_exercise,CONTROLE,2023-11-05 20:00:00,2023-11-05 21:45:00,2.0,0,0,0,Contrôle négatif: hausse cohérente mais trop brève pour un épisode persistant.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.3076923076923077,0,,0.1378396335957172,3,0,0,0,0,0.0,0,0,0.0,0,,0.06903451785143101,3,0,0,0,0,0.0,1,1,0.3076923076923077,0,,0.1378396335957172,5,10.177083333333334
strict_cooldown_24h,8061_estrus_like_activity_1990,8061,estrus_like_activity,CONFONDANT,2023-11-06 04:00:00,2023-11-06 09:45:00,6.0,0,0,0,"Contrôle adversarial: activité de type œstrus, indiscernable sans contexte externe.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,20,,0.14866437549639996,3,0,0,0,0,0.0,0,0,0.0,0,,0.6254975232615648,3,0,0,0,0,0.0,0,0,0.0,20,,0.6254975232615648,5,10.177083333333334
strict_cooldown_24h,8061_nonlocomotor_hypoactivity_2038,8061,nonlocomotor_hypoactivity,CONFONDANT,2023-11-06 16:00:00,2023-11-07 15:45:00,24.0,0,0,0,"Contrôle adversarial: hypoactivité non locomotrice, causalité indiscernable par capteur seul.",2023-10-31 18:45:00,True,True,1,2,1,1,0.25,1,1,0.25,63,15.0,0.35431043683824553,3,0,0,0,0,0.0,0,0,0.0,28,,1.0,3,1,2,1,1,0.25,1,1,0.25,89,15.0,1.0,5,10.177083333333334
strict_cooldown_24h,8081_hypo_mild_1941,8081,hypo_mild,HYPO,2023-11-05 16:00:00,2023-11-06 15:45:00,24.0,1,0,1,Dégradation graduelle conservatrice sous l'effet publié sur les pas.,2023-10-31 18:45:00,True,True,0,0,1,0,0.052083333333333336,1,1,0.2315270935960591,5,,0.4889314928498167,2,0,0,0,0,0.0,0,0,0.0,2,,1.0,2,0,0,1,0,0.052083333333333336,1,1,0.2315270935960591,7,,1.0,4,10.177083333333334
strict_cooldown_24h,8081_hypo_moderate_2061,8081,hypo_moderate,HYPO,2023-11-06 22:00:00,2023-11-08 09:45:00,36.0,1,0,1,Pas ancrés sur Paudyal et al.; autres signaux = hypothèses techniques.,2023-10-31 18:45:00,True,True,1,1,1,1,0.5833333333333334,1,1,0.5833333333333334,84,11.5,0.3375391997319289,2,1,1,0,0,0.0,1,0,0.027777777777777776,1,31.75,0.7203079769072016,2,1,2,1,1,0.5138888888888888,1,1,0.5902777777777778,75,11.5,0.7203079769072016,4,10.177083333333334
strict_cooldown_24h,8081_hypo_marked_2229,8081,hypo_marked,HYPO,2023-11-08 16:00:00,2023-11-10 15:45:00,48.0,1,0,1,"Scénario marqué de sensibilité, non calibré cliniquement.",2023-10-31 18:45:00,True,True,1,1,1,1,0.5729166666666666,1,1,0.5729166666666666,110,15.75,0.4209616345862118,2,0,0,0,0,0.0,0,0,0.0,15,,1.0,2,1,1,1,1,0.5729166666666666,1,1,0.5729166666666666,125,15.75,1.0,4,10.177083333333334
strict_cooldown_24h,8081_instability_mild_1500,8081,instability_mild,INSTABILITE,2023-11-01 01:45:00,2023-11-01 09:30:00,8.0,0,1,1,Hausse multivariée modeste et répétée; hypothèse exploratoire.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.44,0,,0.4679044606576449,2,0,0,0,0,0.0,0,0,0.0,0,,0.6133436521017843,2,0,0,0,0,0.0,1,1,0.44,0,,0.6133436521017843,4,10.177083333333334
strict_cooldown_24h,8081_instability_moderate_1556,8081,instability_moderate,INSTABILITE,2023-11-01 15:45:00,2023-11-02 03:30:00,12.0,0,1,1,"Instabilité multivariée persistante, sans pic extrême.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.19374364090925333,2,1,1,1,1,0.2916666666666667,1,1,0.2916666666666667,14,8.0,0.9627127991447293,2,1,1,1,1,0.2916666666666667,1,1,0.2916666666666667,14,8.0,0.9627127991447293,4,10.177083333333334
strict_cooldown_24h,8081_instability_marked_1628,8081,instability_marked,INSTABILITE,2023-11-02 09:45:00,2023-11-03 01:30:00,16.0,0,1,1,"Scénario technique marqué, inférieur aux multiplicateurs de l'ancien protocole.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,46,,0.10292819949827867,2,1,1,1,1,0.40625,1,1,0.40625,26,9.25,0.9022143634203644,2,1,1,1,1,0.40625,1,1,0.40625,72,9.25,0.9022143634203644,4,10.177083333333334
strict_cooldown_24h,8081_isolated_sensor_spike_1716,8081,isolated_sensor_spike,CONTROLE,2023-11-03 07:45:00,2023-11-03 07:45:00,0.25,0,0,0,Contrôle négatif: un seul pic de Motion Index doit être rejeté.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.009357294092633129,2,0,0,0,0,0.0,0,0,0.0,18,,0.49699286365007195,2,0,0,0,0,0.0,0,0,0.0,18,,0.49699286365007195,4,10.177083333333334
strict_cooldown_24h,8081_short_exercise_1741,8081,short_exercise,CONTROLE,2023-11-03 14:00:00,2023-11-03 15:45:00,2.0,0,0,0,Contrôle négatif: hausse cohérente mais trop brève pour un épisode persistant.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.01200963860384411,2,1,1,1,0,0.16666666666666666,1,0,0.16666666666666666,13,1.25,0.946631932823069,2,1,1,1,0,0.16666666666666666,1,0,0.16666666666666666,13,1.25,0.946631932823069,4,10.177083333333334
strict_cooldown_24h,8081_estrus_like_activity_1773,8081,estrus_like_activity,CONFONDANT,2023-11-03 22:00:00,2023-11-04 03:45:00,6.0,0,0,0,"Contrôle adversarial: activité de type œstrus, indiscernable sans contexte externe.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.308519444272723,2,0,0,0,0,0.0,0,0,0.0,0,,0.4714052059096798,2,0,0,0,0,0.0,0,0,0.0,0,,0.4714052059096798,4,10.177083333333334
strict_cooldown_24h,8081_nonlocomotor_hypoactivity_1821,8081,nonlocomotor_hypoactivity,CONFONDANT,2023-11-04 10:00:00,2023-11-05 09:45:00,24.0,0,0,0,"Contrôle adversarial: hypoactivité non locomotrice, causalité indiscernable par capteur seul.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.5804195804195804,0,,0.6961729180238061,2,0,0,0,0,0.0,0,0,0.0,16,,0.15,2,0,0,0,0,0.0,1,1,0.5804195804195804,16,,0.6961729180238061,4,10.177083333333334
strict_cooldown_24h,8086_hypo_mild_1885,8086,hypo_mild,HYPO,2023-11-05 02:00:00,2023-11-06 01:45:00,24.0,1,0,1,Dégradation graduelle conservatrice sous l'effet publié sur les pas.,2023-10-31 18:45:00,True,True,0,0,1,0,0.07291666666666667,1,1,0.30656934306569344,7,,0.44714413466828484,4,0,0,0,0,0.0,0,0,0.0,8,,0.5985707567704602,5,0,0,1,0,0.07291666666666667,1,1,0.30656934306569344,15,,0.5985707567704602,6,10.177083333333334
strict_cooldown_24h,8086_hypo_moderate_2005,8086,hypo_moderate,HYPO,2023-11-06 08:00:00,2023-11-07 19:45:00,36.0,1,0,1,Pas ancrés sur Paudyal et al.; autres signaux = hypothèses techniques.,2023-10-31 18:45:00,True,True,1,1,1,0,0.08333333333333333,1,0,0.15384615384615385,12,30.0,0.2509495523635263,4,0,0,0,0,0.0,0,0,0.0,7,,1.0,5,1,1,1,0,0.08333333333333333,1,0,0.15384615384615385,19,30.0,1.0,6,10.177083333333334
strict_cooldown_24h,8086_hypo_marked_2173,8086,hypo_marked,HYPO,2023-11-08 02:00:00,2023-11-10 01:45:00,48.0,1,0,1,"Scénario marqué de sensibilité, non calibré cliniquement.",2023-10-31 18:45:00,True,True,1,1,1,1,0.5208333333333334,1,1,0.6302083333333334,108,10.0,0.5484247709989174,4,0,0,0,0,0.0,0,0,0.0,9,,1.0,5,1,1,1,1,0.24479166666666666,1,1,0.6302083333333334,108,10.0,1.0,6,10.177083333333334
strict_cooldown_24h,8086_instability_mild_2389,8086,instability_mild,INSTABILITE,2023-11-10 08:00:00,2023-11-10 15:45:00,8.0,0,1,1,Hausse multivariée modeste et répétée; hypothèse exploratoire.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.30049856151591436,4,0,0,0,0,0.0,0,0,0.0,0,,0.7852150537634408,5,0,0,0,0,0.0,0,0,0.0,0,,0.7852150537634408,6,10.177083333333334
strict_cooldown_24h,8086_instability_moderate_1500,8086,instability_moderate,INSTABILITE,2023-11-01 01:45:00,2023-11-01 13:30:00,12.0,0,1,1,"Instabilité multivariée persistante, sans pic extrême.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,12,,0.3346615230358096,4,0,0,0,0,0.0,0,0,0.0,0,,0.59707207986121,5,0,0,0,0,0.0,0,0,0.0,12,,0.59707207986121,6,10.177083333333334
strict_cooldown_24h,8086_instability_marked_1572,8086,instability_marked,INSTABILITE,2023-11-01 19:45:00,2023-11-02 11:30:00,16.0,0,1,1,"Scénario technique marqué, inférieur aux multiplicateurs de l'ancien protocole.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,1,,0.17262341380186896,4,0,0,1,0,0.09375,1,1,0.25,7,,0.9883496954699981,5,0,0,0,0,0.0,1,1,0.25,1,,0.9883496954699981,6,10.177083333333334
strict_cooldown_24h,8086_isolated_sensor_spike_1660,8086,isolated_sensor_spike,CONTROLE,2023-11-02 17:45:00,2023-11-02 17:45:00,0.25,0,0,0,Contrôle négatif: un seul pic de Motion Index doit être rejeté.,2023-10-31 18:45:00,True,False,0,0,0,0,0.0,0,0,0.0,0,,0.07751817118088179,4,0,0,0,0,0.0,0,0,0.0,0,,0.13076990563496,5,0,0,0,0,0.0,0,0,0.0,0,,0.13076990563496,6,10.177083333333334
strict_cooldown_24h,8086_short_exercise_1685,8086,short_exercise,CONTROLE,2023-11-03 00:00:00,2023-11-03 01:45:00,2.0,0,0,0,Contrôle négatif: hausse cohérente mais trop brève pour un épisode persistant.,2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.0,4,0,0,0,0,0.0,1,1,0.2962962962962963,0,,0.7499999999999999,5,0,0,0,0,0.0,1,1,0.2962962962962963,0,,0.7499999999999999,6,10.177083333333334
strict_cooldown_24h,8086_estrus_like_activity_1717,8086,estrus_like_activity,CONFONDANT,2023-11-03 08:00:00,2023-11-03 13:45:00,6.0,0,0,0,"Contrôle adversarial: activité de type œstrus, indiscernable sans contexte externe.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,0,0,0.0,0,,0.0,4,1,1,1,0,0.15625,1,0,0.15625,13,4.75,0.8729478960377937,5,1,1,1,0,0.15625,1,0,0.15625,13,4.75,0.8729478960377937,6,10.177083333333334
strict_cooldown_24h,8086_nonlocomotor_hypoactivity_1765,8086,nonlocomotor_hypoactivity,CONFONDANT,2023-11-03 20:00:00,2023-11-04 19:45:00,24.0,0,0,0,"Contrôle adversarial: hypoactivité non locomotrice, causalité indiscernable par capteur seul.",2023-10-31 18:45:00,True,True,0,0,0,0,0.0,1,1,0.7364341085271318,1,,0.7109409562556478,4,0,0,0,0,0.0,0,0,0.0,10,,0.3811437238089458,5,0,0,0,0,0.0,1,1,0.7364341085271318,5,,0.7109409562556478,6,10.177083333333334
strict_cooldown_24h,8147_hypo_mild_1829,8147,hypo_mild,HYPO,2023-11-04 11:45:00,2023-11-05 11:30:00,24.0,1,0,1,Dégradation graduelle conservatrice sous l'effet publié sur les pas.,2023-10-31 22:30:00,True,True,0,0,1,0,0.020833333333333332,1,1,0.4375,3,,0.43328794872998067,4,0,0,0,0,0.0,0,0,0.0,10,,0.44999999999999996,4,0,0,1,0,0.020833333333333332,1,1,0.4375,5,,0.44999999999999996,6,10.270833333333334
strict_cooldown_24h,8147_hypo_moderate_1949,8147,hypo_moderate,HYPO,2023-11-05 17:45:00,2023-11-07 05:30:00,36.0,1,0,1,Pas ancrés sur Paudyal et al.; autres signaux = hypothèses techniques.,2023-10-31 22:30:00,True,True,0,0,1,1,0.3055555555555556,1,1,0.5056179775280899,44,,0.4877294412183532,4,0,0,0,0,0.0,0,0,0.0,0,,1.0,4,0,0,1,1,0.3055555555555556,1,1,0.5056179775280899,44,,1.0,6,10.270833333333334
